"TIME","GEO","PURCHASE","UNIT","Value","Flag and Footnotes"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2015","European Union - 27 countries (from 2020)","Total","Annual average index","100.00","p"
"2015","European Union - 27 countries (from 2020)","Total","Annual average rate of change","2.2","p"
"2015","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average index",":",""
"2015","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2015","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average index",":",""
"2015","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2015","European Union - 28 countries (2013-2020)","Total","Annual average index","100.00","p"
"2015","European Union - 28 countries (2013-2020)","Total","Annual average rate of change","2.7","p"
"2015","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average index",":",""
"2015","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2015","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average index",":",""
"2015","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average index","100.00","p"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average rate of change","1.6","p"
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average index",":",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average index",":",""
"2015","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2015","Euro area - 19 countries  (from 2015)","Total","Annual average index","100.00","p"
"2015","Euro area - 19 countries  (from 2015)","Total","Annual average rate of change","1.6","p"
"2015","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average index",":",""
"2015","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2015","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average index",":",""
"2015","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2015","Belgium","Total","Annual average index","100.00","p"
"2015","Belgium","Total","Annual average rate of change","1.7","p"
"2015","Belgium","Purchases of new dwellings","Annual average index","100.00","p"
"2015","Belgium","Purchases of new dwellings","Annual average rate of change","4.8","p"
"2015","Belgium","Purchases of existing dwellings","Annual average index","100.00","p"
"2015","Belgium","Purchases of existing dwellings","Annual average rate of change","0.6","p"
"2015","Bulgaria","Total","Annual average index","100.00","b"
"2015","Bulgaria","Total","Annual average rate of change","2.8","b"
"2015","Bulgaria","Purchases of new dwellings","Annual average index","100.00",""
"2015","Bulgaria","Purchases of new dwellings","Annual average rate of change","3.5",""
"2015","Bulgaria","Purchases of existing dwellings","Annual average index","100.00","b"
"2015","Bulgaria","Purchases of existing dwellings","Annual average rate of change","2.3","b"
"2015","Czechia","Total","Annual average index","100.00","p"
"2015","Czechia","Total","Annual average rate of change","4.0","p"
"2015","Czechia","Purchases of new dwellings","Annual average index","100.00","p"
"2015","Czechia","Purchases of new dwellings","Annual average rate of change","4.8","p"
"2015","Czechia","Purchases of existing dwellings","Annual average index","100.00","p"
"2015","Czechia","Purchases of existing dwellings","Annual average rate of change","4.0","p"
"2015","Denmark","Total","Annual average index","100.00",""
"2015","Denmark","Total","Annual average rate of change","7.0",""
"2015","Denmark","Purchases of new dwellings","Annual average index","100.00",""
"2015","Denmark","Purchases of new dwellings","Annual average rate of change","11.7",""
"2015","Denmark","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Denmark","Purchases of existing dwellings","Annual average rate of change","6.9",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Annual average index","100.00",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Annual average rate of change","4.7",""
"2015","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average index","100.00",""
"2015","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average rate of change","5.5",""
"2015","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average rate of change","4.6",""
"2015","Estonia","Total","Annual average index","100.00",""
"2015","Estonia","Total","Annual average rate of change","6.9",""
"2015","Estonia","Purchases of new dwellings","Annual average index","100.00",""
"2015","Estonia","Purchases of new dwellings","Annual average rate of change","11.1",""
"2015","Estonia","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Estonia","Purchases of existing dwellings","Annual average rate of change","4.9",""
"2015","Ireland","Total","Annual average index","100.00",""
"2015","Ireland","Total","Annual average rate of change","11.5",""
"2015","Ireland","Purchases of new dwellings","Annual average index","100.00",""
"2015","Ireland","Purchases of new dwellings","Annual average rate of change","14.8",""
"2015","Ireland","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Ireland","Purchases of existing dwellings","Annual average rate of change","11.0",""
"2015","Spain","Total","Annual average index","100.00",""
"2015","Spain","Total","Annual average rate of change","3.6",""
"2015","Spain","Purchases of new dwellings","Annual average index","100.00",""
"2015","Spain","Purchases of new dwellings","Annual average rate of change","4.7",""
"2015","Spain","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Spain","Purchases of existing dwellings","Annual average rate of change","3.4",""
"2015","France","Total","Annual average index","100.00",""
"2015","France","Total","Annual average rate of change","-1.5",""
"2015","France","Purchases of new dwellings","Annual average index","100.00",""
"2015","France","Purchases of new dwellings","Annual average rate of change","1.7",""
"2015","France","Purchases of existing dwellings","Annual average index","100.00",""
"2015","France","Purchases of existing dwellings","Annual average rate of change","-1.8",""
"2015","Croatia","Total","Annual average index","100.00",""
"2015","Croatia","Total","Annual average rate of change","-2.9",""
"2015","Croatia","Purchases of new dwellings","Annual average index","100.00",""
"2015","Croatia","Purchases of new dwellings","Annual average rate of change","-6.1",""
"2015","Croatia","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Croatia","Purchases of existing dwellings","Annual average rate of change","-1.4",""
"2015","Italy","Total","Annual average index","100.00",""
"2015","Italy","Total","Annual average rate of change","-3.8",""
"2015","Italy","Purchases of new dwellings","Annual average index","100.00",""
"2015","Italy","Purchases of new dwellings","Annual average rate of change","-2.0",""
"2015","Italy","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Italy","Purchases of existing dwellings","Annual average rate of change","-4.5",""
"2015","Cyprus","Total","Annual average index","100.00",""
"2015","Cyprus","Total","Annual average rate of change","-1.5",""
"2015","Cyprus","Purchases of new dwellings","Annual average index","100.00",""
"2015","Cyprus","Purchases of new dwellings","Annual average rate of change","-1.4",""
"2015","Cyprus","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Cyprus","Purchases of existing dwellings","Annual average rate of change","-1.6",""
"2015","Latvia","Total","Annual average index","100.00",""
"2015","Latvia","Total","Annual average rate of change","-3.4",""
"2015","Latvia","Purchases of new dwellings","Annual average index","100.00",""
"2015","Latvia","Purchases of new dwellings","Annual average rate of change","-7.7",""
"2015","Latvia","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Latvia","Purchases of existing dwellings","Annual average rate of change","-2.1",""
"2015","Lithuania","Total","Annual average index","100.00",""
"2015","Lithuania","Total","Annual average rate of change","3.7",""
"2015","Lithuania","Purchases of new dwellings","Annual average index","100.00",""
"2015","Lithuania","Purchases of new dwellings","Annual average rate of change","5.2",""
"2015","Lithuania","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Lithuania","Purchases of existing dwellings","Annual average rate of change","3.4",""
"2015","Luxembourg","Total","Annual average index","100.00",""
"2015","Luxembourg","Total","Annual average rate of change","5.4",""
"2015","Luxembourg","Purchases of new dwellings","Annual average index","100.00",""
"2015","Luxembourg","Purchases of new dwellings","Annual average rate of change","8.2",""
"2015","Luxembourg","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Luxembourg","Purchases of existing dwellings","Annual average rate of change","3.9",""
"2015","Hungary","Total","Annual average index","100.00",""
"2015","Hungary","Total","Annual average rate of change","13.1",""
"2015","Hungary","Purchases of new dwellings","Annual average index","100.00",""
"2015","Hungary","Purchases of new dwellings","Annual average rate of change","8.6",""
"2015","Hungary","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Hungary","Purchases of existing dwellings","Annual average rate of change","13.3",""
"2015","Malta","Total","Annual average index","100.00",""
"2015","Malta","Total","Annual average rate of change","5.8",""
"2015","Malta","Purchases of new dwellings","Annual average index","100.00",""
"2015","Malta","Purchases of new dwellings","Annual average rate of change","6.1",""
"2015","Malta","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Malta","Purchases of existing dwellings","Annual average rate of change","5.0",""
"2015","Netherlands","Total","Annual average index","100.00",""
"2015","Netherlands","Total","Annual average rate of change","3.6",""
"2015","Netherlands","Purchases of new dwellings","Annual average index","100.00",""
"2015","Netherlands","Purchases of new dwellings","Annual average rate of change","7.2",""
"2015","Netherlands","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Netherlands","Purchases of existing dwellings","Annual average rate of change","2.8",""
"2015","Austria","Total","Annual average index","100.00",""
"2015","Austria","Total","Annual average rate of change","4.9",""
"2015","Austria","Purchases of new dwellings","Annual average index","100.00",""
"2015","Austria","Purchases of new dwellings","Annual average rate of change","4.8",""
"2015","Austria","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Austria","Purchases of existing dwellings","Annual average rate of change","5.0",""
"2015","Poland","Total","Annual average index","100.00",""
"2015","Poland","Total","Annual average rate of change","1.5",""
"2015","Poland","Purchases of new dwellings","Annual average index","100.00",""
"2015","Poland","Purchases of new dwellings","Annual average rate of change","2.6",""
"2015","Poland","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Poland","Purchases of existing dwellings","Annual average rate of change","0.7",""
"2015","Portugal","Total","Annual average index","100.00",""
"2015","Portugal","Total","Annual average rate of change","3.1",""
"2015","Portugal","Purchases of new dwellings","Annual average index","100.00",""
"2015","Portugal","Purchases of new dwellings","Annual average rate of change","1.7",""
"2015","Portugal","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Portugal","Purchases of existing dwellings","Annual average rate of change","4.0",""
"2015","Romania","Total","Annual average index","100.00",""
"2015","Romania","Total","Annual average rate of change","2.9",""
"2015","Romania","Purchases of new dwellings","Annual average index","100.00",""
"2015","Romania","Purchases of new dwellings","Annual average rate of change","-1.6",""
"2015","Romania","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Romania","Purchases of existing dwellings","Annual average rate of change","3.4",""
"2015","Slovenia","Total","Annual average index","100.00",""
"2015","Slovenia","Total","Annual average rate of change","0.8",""
"2015","Slovenia","Purchases of new dwellings","Annual average index","100.00",""
"2015","Slovenia","Purchases of new dwellings","Annual average rate of change","1.8",""
"2015","Slovenia","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Slovenia","Purchases of existing dwellings","Annual average rate of change","0.6",""
"2015","Slovakia","Total","Annual average index","100.00",""
"2015","Slovakia","Total","Annual average rate of change","5.4",""
"2015","Slovakia","Purchases of new dwellings","Annual average index","100.00",""
"2015","Slovakia","Purchases of new dwellings","Annual average rate of change","3.0",""
"2015","Slovakia","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Slovakia","Purchases of existing dwellings","Annual average rate of change","6.4",""
"2015","Finland","Total","Annual average index","100.00",""
"2015","Finland","Total","Annual average rate of change","0.0",""
"2015","Finland","Purchases of new dwellings","Annual average index","100.00",""
"2015","Finland","Purchases of new dwellings","Annual average rate of change","1.1",""
"2015","Finland","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Finland","Purchases of existing dwellings","Annual average rate of change","-0.5",""
"2015","Sweden","Total","Annual average index","100.00",""
"2015","Sweden","Total","Annual average rate of change","13.1",""
"2015","Sweden","Purchases of new dwellings","Annual average index","100.00",""
"2015","Sweden","Purchases of new dwellings","Annual average rate of change","2.3",""
"2015","Sweden","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Sweden","Purchases of existing dwellings","Annual average rate of change","14.9",""
"2015","United Kingdom","Total","Annual average index","100.00",""
"2015","United Kingdom","Total","Annual average rate of change","5.9",""
"2015","United Kingdom","Purchases of new dwellings","Annual average index","100.00",""
"2015","United Kingdom","Purchases of new dwellings","Annual average rate of change","5.1",""
"2015","United Kingdom","Purchases of existing dwellings","Annual average index","100.00",""
"2015","United Kingdom","Purchases of existing dwellings","Annual average rate of change","6.0",""
"2015","Iceland","Total","Annual average index","100.00",""
"2015","Iceland","Total","Annual average rate of change","8.2",""
"2015","Iceland","Purchases of new dwellings","Annual average index",":",""
"2015","Iceland","Purchases of new dwellings","Annual average rate of change",":",""
"2015","Iceland","Purchases of existing dwellings","Annual average index",":",""
"2015","Iceland","Purchases of existing dwellings","Annual average rate of change",":",""
"2015","Norway","Total","Annual average index","100.00",""
"2015","Norway","Total","Annual average rate of change","6.7",""
"2015","Norway","Purchases of new dwellings","Annual average index","100.00",""
"2015","Norway","Purchases of new dwellings","Annual average rate of change","5.8",""
"2015","Norway","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Norway","Purchases of existing dwellings","Annual average rate of change","7.1",""
"2015","Turkey","Total","Annual average index","100.00","d"
"2015","Turkey","Total","Annual average rate of change","16.1","d"
"2015","Turkey","Purchases of new dwellings","Annual average index","100.00",""
"2015","Turkey","Purchases of new dwellings","Annual average rate of change","16.0",""
"2015","Turkey","Purchases of existing dwellings","Annual average index","100.00",""
"2015","Turkey","Purchases of existing dwellings","Annual average rate of change","16.2",""
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average index","104.67","p"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Total","Annual average rate of change","4.7","p"
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average index",":",""
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average index",":",""
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2016","European Union - 27 countries (from 2020)","Total","Annual average index","104.29","p"
"2016","European Union - 27 countries (from 2020)","Total","Annual average rate of change","4.3","p"
"2016","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average index",":",""
"2016","European Union - 27 countries (from 2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2016","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average index",":",""
"2016","European Union - 27 countries (from 2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2016","European Union - 28 countries (2013-2020)","Total","Annual average index","104.67","p"
"2016","European Union - 28 countries (2013-2020)","Total","Annual average rate of change","4.7","p"
"2016","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average index",":",""
"2016","European Union - 28 countries (2013-2020)","Purchases of new dwellings","Annual average rate of change",":",""
"2016","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average index",":",""
"2016","European Union - 28 countries (2013-2020)","Purchases of existing dwellings","Annual average rate of change",":",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average index","104.01","p"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Total","Annual average rate of change","4.0","p"
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average index",":",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average index",":",""
"2016","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2016","Euro area - 19 countries  (from 2015)","Total","Annual average index","104.01","p"
"2016","Euro area - 19 countries  (from 2015)","Total","Annual average rate of change","4.0","p"
"2016","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average index",":",""
"2016","Euro area - 19 countries  (from 2015)","Purchases of new dwellings","Annual average rate of change",":",""
"2016","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average index",":",""
"2016","Euro area - 19 countries  (from 2015)","Purchases of existing dwellings","Annual average rate of change",":",""
"2016","Belgium","Total","Annual average index","102.64","p"
"2016","Belgium","Total","Annual average rate of change","2.6","p"
"2016","Belgium","Purchases of new dwellings","Annual average index","103.49","p"
"2016","Belgium","Purchases of new dwellings","Annual average rate of change","3.5","p"
"2016","Belgium","Purchases of existing dwellings","Annual average index","102.28","p"
"2016","Belgium","Purchases of existing dwellings","Annual average rate of change","2.3","p"
"2016","Bulgaria","Total","Annual average index","107.02",""
"2016","Bulgaria","Total","Annual average rate of change","7.0",""
"2016","Bulgaria","Purchases of new dwellings","Annual average index","106.41",""
"2016","Bulgaria","Purchases of new dwellings","Annual average rate of change","6.4",""
"2016","Bulgaria","Purchases of existing dwellings","Annual average index","107.34",""
"2016","Bulgaria","Purchases of existing dwellings","Annual average rate of change","7.3",""
"2016","Czechia","Total","Annual average index","107.20","p"
"2016","Czechia","Total","Annual average rate of change","7.2","p"
"2016","Czechia","Purchases of new dwellings","Annual average index","105.90","p"
"2016","Czechia","Purchases of new dwellings","Annual average rate of change","5.9","p"
"2016","Czechia","Purchases of existing dwellings","Annual average index","107.30","p"
"2016","Czechia","Purchases of existing dwellings","Annual average rate of change","7.3","p"
"2016","Denmark","Total","Annual average index","105.22",""
"2016","Denmark","Total","Annual average rate of change","5.2",""
"2016","Denmark","Purchases of new dwellings","Annual average index","99.37",""
"2016","Denmark","Purchases of new dwellings","Annual average rate of change","-0.6",""
"2016","Denmark","Purchases of existing dwellings","Annual average index","105.25",""
"2016","Denmark","Purchases of existing dwellings","Annual average rate of change","5.2",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Annual average index","107.50",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Annual average rate of change","7.5",""
"2016","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average index","106.90",""
"2016","Germany (until 1990 former territory of the FRG)","Purchases of new dwellings","Annual average rate of change","6.9",""
"2016","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average index","107.60",""
"2016","Germany (until 1990 former territory of the FRG)","Purchases of existing dwellings","Annual average rate of change","7.6",""
"2016","Estonia","Total","Annual average index","104.75",""
"2016","Estonia","Total","Annual average rate of change","4.7",""
"2016","Estonia","Purchases of new dwellings","Annual average index","105.33",""
"2016","Estonia","Purchases of new dwellings","Annual average rate of change","5.3",""
"2016","Estonia","Purchases of existing dwellings","Annual average index","104.35",""
"2016","Estonia","Purchases of existing dwellings","Annual average rate of change","4.3",""
"2016","Ireland","Total","Annual average index","107.46",""
"2016","Ireland","Total","Annual average rate of change","7.5",""
"2016","Ireland","Purchases of new dwellings","Annual average index","106.22",""
"2016","Ireland","Purchases of new dwellings","Annual average rate of change","6.2",""
"2016","Ireland","Purchases of existing dwellings","Annual average index","107.64",""
"2016","Ireland","Purchases of existing dwellings","Annual average rate of change","7.6",""
"2016","Spain","Total","Annual average index","104.62",""
"2016","Spain","Total","Annual average rate of change","4.6",""
"2016","Spain","Purchases of new dwellings","Annual average index","106.45",""
"2016","Spain","Purchases of new dwellings","Annual average rate of change","6.4",""
"2016","Spain","Purchases of existing dwellings","Annual average index","104.32",""
"2016","Spain","Purchases of existing dwellings","Annual average rate of change","4.3",""
"2016","France","Total","Annual average index","101.01",""
"2016","France","Total","Annual average rate of change","1.0",""
"2016","France","Purchases of new dwellings","Annual average index","101.72",""
"2016","France","Purchases of new dwellings","Annual average rate of change","1.7",""
"2016","France","Purchases of existing dwellings","Annual average index","100.93",""
"2016","France","Purchases of existing dwellings","Annual average rate of change","0.9",""
"2016","Croatia","Total","Annual average index","100.89",""
"2016","Croatia","Total","Annual average rate of change","0.9",""
"2016","Croatia","Purchases of new dwellings","Annual average index","96.60",""
"2016","Croatia","Purchases of new dwellings","Annual average rate of change","-3.4",""
"2016","Croatia","Purchases of existing dwellings","Annual average index","101.81",""
"2016","Croatia","Purchases of existing dwellings","Annual average rate of change","1.8",""
"2016","Italy","Total","Annual average index","100.30",""
"2016","Italy","Total","Annual average rate of change","0.2",""
"2016","Italy","Purchases of new dwellings","Annual average index","100.70",""
"2016","Italy","Purchases of new dwellings","Annual average rate of change","0.7",""
"2016","Italy","Purchases of existing dwellings","Annual average index","100.10",""
"2016","Italy","Purchases of existing dwellings","Annual average rate of change","0.1",""
"2016","Cyprus","Total","Annual average index","100.27",""
"2016","Cyprus","Total","Annual average rate of change","0.3",""
"2016","Cyprus","Purchases of new dwellings","Annual average index","100.63",""
"2016","Cyprus","Purchases of new dwellings","Annual average rate of change","0.6",""
"2016","Cyprus","Purchases of existing dwellings","Annual average index","99.35",""
"2016","Cyprus","Purchases of existing dwellings","Annual average rate of change","-0.6",""
"2016","Latvia","Total","Annual average index","108.49",""
"2016","Latvia","Total","Annual average rate of change","8.5",""
"2016","Latvia","Purchases of new dwellings","Annual average index","107.50",""
"2016","Latvia","Purchases of new dwellings","Annual average rate of change","7.5",""
"2016","Latvia","Purchases of existing dwellings","Annual average index","108.51",""
"2016","Latvia","Purchases of existing dwellings","Annual average rate of change","8.5",""
"2016","Lithuania","Total","Annual average index","105.40",""
"2016","Lithuania","Total","Annual average rate of change","5.4",""
"2016","Lithuania","Purchases of new dwellings","Annual average index","102.19",""
"2016","Lithuania","Purchases of new dwellings","Annual average rate of change","2.2",""
"2016","Lithuania","Purchases of existing dwellings","Annual average index","106.47",""
"2016","Lithuania","Purchases of existing dwellings","Annual average rate of change","6.5",""
"2016","Luxembourg","Total","Annual average index","106.01",""
"2016","Luxembourg","Total","Annual average rate of change","6.0",""
"2016","Luxembourg","Purchases of new dwellings","Annual average index","105.61",""
"2016","Luxembourg","Purchases of new dwellings","Annual average rate of change","5.6",""
"2016","Luxembourg","Purchases of existing dwellings","Annual average index","106.21",""
"2016","Luxembourg","Purchases of existing dwellings","Annual average rate of change","6.2",""
"2016","Hungary","Total","Annual average index","113.38",""
"2016","Hungary","Total","Annual average rate of change","13.4",""
"2016","Hungary","Purchases of new dwellings","Annual average index","110.11",""
"2016","Hungary","Purchases of new dwellings","Annual average rate of change","10.1",""
"2016","Hungary","Purchases of existing dwellings","Annual average index","113.54",""
"2016","Hungary","Purchases of existing dwellings","Annual average rate of change","13.5",""
"2016","Malta","Total","Annual average index","105.45",""
"2016","Malta","Total","Annual average rate of change","5.4",""
"2016","Malta","Purchases of new dwellings","Annual average index","104.98",""
"2016","Malta","Purchases of new dwellings","Annual average rate of change","5.0",""
"2016","Malta","Purchases of existing dwellings","Annual average index","106.78",""
"2016","Malta","Purchases of existing dwellings","Annual average rate of change","6.8",""
"2016","Netherlands","Total","Annual average index","105.02",""
"2016","Netherlands","Total","Annual average rate of change","5.0",""
"2016","Netherlands","Purchases of new dwellings","Annual average index","104.62",""
"2016","Netherlands","Purchases of new dwellings","Annual average rate of change","4.6",""
"2016","Netherlands","Purchases of existing dwellings","Annual average index","105.05",""
"2016","Netherlands","Purchases of existing dwellings","Annual average rate of change","5.1",""
"2016","Austria","Total","Annual average index","108.53",""
"2016","Austria","Total","Annual average rate of change","8.5",""
"2016","Austria","Purchases of new dwellings","Annual average index","103.80",""
"2016","Austria","Purchases of new dwellings","Annual average rate of change","3.8",""
"2016","Austria","Purchases of existing dwellings","Annual average index","109.42",""
"2016","Austria","Purchases of existing dwellings","Annual average rate of change","9.4",""
"2016","Poland","Total","Annual average index","101.86",""
"2016","Poland","Total","Annual average rate of change","1.9",""
"2016","Poland","Purchases of new dwellings","Annual average index","101.08",""
"2016","Poland","Purchases of new dwellings","Annual average rate of change","1.1",""
"2016","Poland","Purchases of existing dwellings","Annual average index","102.55",""
"2016","Poland","Purchases of existing dwellings","Annual average rate of change","2.5",""
"2016","Portugal","Total","Annual average index","107.12",""
"2016","Portugal","Total","Annual average rate of change","7.1",""
"2016","Portugal","Purchases of new dwellings","Annual average index","103.33",""
"2016","Portugal","Purchases of new dwellings","Annual average rate of change","3.3",""
"2016","Portugal","Purchases of existing dwellings","Annual average index","108.68",""
"2016","Portugal","Purchases of existing dwellings","Annual average rate of change","8.7",""
"2016","Romania","Total","Annual average index","105.95",""
"2016","Romania","Total","Annual average rate of change","6.0",""
"2016","Romania","Purchases of new dwellings","Annual average index","105.39",""
"2016","Romania","Purchases of new dwellings","Annual average rate of change","5.4",""
"2016","Romania","Purchases of existing dwellings","Annual average index","106.00",""
"2016","Romania","Purchases of existing dwellings","Annual average rate of change","6.0",""
"2016","Slovenia","Total","Annual average index","103.25",""
"2016","Slovenia","Total","Annual average rate of change","3.3",""
"2016","Slovenia","Purchases of new dwellings","Annual average index","100.34",""
"2016","Slovenia","Purchases of new dwellings","Annual average rate of change","0.3",""
"2016","Slovenia","Purchases of existing dwellings","Annual average index","103.77",""
"2016","Slovenia","Purchases of existing dwellings","Annual average rate of change","3.8",""
"2016","Slovakia","Total","Annual average index","106.70",""
"2016","Slovakia","Total","Annual average rate of change","6.7",""
"2016","Slovakia","Purchases of new dwellings","Annual average index","106.03",""
"2016","Slovakia","Purchases of new dwellings","Annual average rate of change","6.0",""
"2016","Slovakia","Purchases of existing dwellings","Annual average index","106.95",""
"2016","Slovakia","Purchases of existing dwellings","Annual average rate of change","6.9",""
"2016","Finland","Total","Annual average index","100.44",""
"2016","Finland","Total","Annual average rate of change","0.4",""
"2016","Finland","Purchases of new dwellings","Annual average index","100.77",""
"2016","Finland","Purchases of new dwellings","Annual average rate of change","0.8",""
"2016","Finland","Purchases of existing dwellings","Annual average index","100.28",""
"2016","Finland","Purchases of existing dwellings","Annual average rate of change","0.3",""
"2016","Sweden","Total","Annual average index","108.24",""
"2016","Sweden","Total","Annual average rate of change","8.2",""
"2016","Sweden","Purchases of new dwellings","Annual average index","106.20",""
"2016","Sweden","Purchases of new dwellings","Annual average rate of change","6.2",""
"2016","Sweden","Purchases of existing dwellings","Annual average index","108.54",""
"2016","Sweden","Purchases of existing dwellings","Annual average rate of change","8.5",""
"2016","United Kingdom","Total","Annual average index","106.99",""
"2016","United Kingdom","Total","Annual average rate of change","7.0",""
