"TIME","GEO","CURRENCY","ESTRUCT","ECASE","Value","Flag and Footnotes"
"2015","Lithuania","Euro","Net earning","Single person without children, 50% of AW","3,543.18",""
"2015","Lithuania","Euro","Net earning","Single person without children, 67% of AW","4,600.13",""
"2015","Lithuania","Euro","Net earning","Single person without children, 80% of AW","5,408.38",""
"2015","Lithuania","Euro","Net earning","Single person without children, 100% of AW","6,651.85",""
"2015","Lithuania","Euro","Net earning","Single person without children, 125% of AW","8,206.18",""
"2015","Lithuania","Euro","Net earning","Single person without children, 167% of AW","10,944.57",""
"2015","Lithuania","Euro","Net earning","Single person with 2 children, 67% of AW","5,180.93",""
"2015","Lithuania","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","7,232.65",""
"2015","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","9,329.35",""
"2015","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","11,467.98",""
"2015","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","13,519.69",""
"2015","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","9,113.35",""
"2015","Lithuania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","13,303.69",""
"2015","Luxembourg","Euro","Net earning","Single person without children, 50% of AW","22,867.92",""
"2015","Luxembourg","Euro","Net earning","Single person without children, 67% of AW","28,917.71",""
"2015","Luxembourg","Euro","Net earning","Single person without children, 80% of AW","32,999.59",""
"2015","Luxembourg","Euro","Net earning","Single person without children, 100% of AW","38,630.79",""
"2015","Luxembourg","Euro","Net earning","Single person without children, 125% of AW","45,612.36",""
"2015","Luxembourg","Euro","Net earning","Single person without children, 167% of AW","57,313.04",""
"2015","Luxembourg","Euro","Net earning","Single person with 2 children, 67% of AW","38,941.97",""
"2015","Luxembourg","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","52,652.10",""
"2015","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","66,343.44",""
"2015","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","77,309.81",""
"2015","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","86,661.14",""
"2015","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","58,821.72",""
"2015","Luxembourg","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","79,139.42",""
"2015","Hungary","Euro","Net earning","Single person without children, 50% of AW","3,351.78",""
"2015","Hungary","Euro","Net earning","Single person without children, 67% of AW","4,491.39",""
"2015","Hungary","Euro","Net earning","Single person without children, 80% of AW","5,362.85",""
"2015","Hungary","Euro","Net earning","Single person without children, 100% of AW","6,703.57",""
"2015","Hungary","Euro","Net earning","Single person without children, 125% of AW","8,379.46",""
"2015","Hungary","Euro","Net earning","Single person without children, 167% of AW","11,194.95",""
"2015","Hungary","Euro","Net earning","Single person with 2 children, 67% of AW","6,411.39",""
"2015","Hungary","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","8,507.44",""
"2015","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","10,719.61",""
"2015","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","12,998.83",""
"2015","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","15,211.00",""
"2015","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","8,915.74",""
"2015","Hungary","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","13,407.13",""
"2015","Malta","Euro","Net earning","Single person without children, 50% of AW","9,128.63",""
"2015","Malta","Euro","Net earning","Single person without children, 67% of AW","11,798.86",""
"2015","Malta","Euro","Net earning","Single person without children, 80% of AW","13,615.36",""
"2015","Malta","Euro","Net earning","Single person without children, 100% of AW","16,337.95",""
"2015","Malta","Euro","Net earning","Single person without children, 125% of AW","20,183.90",""
"2015","Malta","Euro","Net earning","Single person without children, 167% of AW","26,780.95",""
"2015","Malta","Euro","Net earning","Single person with 2 children, 67% of AW","14,427.89",""
"2015","Malta","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","18,392.25",""
"2015","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","23,783.02",""
"2015","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","29,556.81",""
"2015","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","34,225.90",""
"2015","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","22,558.02",""
"2015","Malta","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","32,675.90",""
"2015","Netherlands","Euro","Net earning","Single person without children, 50% of AW","20,060.26",""
"2015","Netherlands","Euro","Net earning","Single person without children, 67% of AW","24,987.29",""
"2015","Netherlands","Euro","Net earning","Single person without children, 80% of AW","28,755.01",""
"2015","Netherlands","Euro","Net earning","Single person without children, 100% of AW","34,551.50",""
"2015","Netherlands","Euro","Net earning","Single person without children, 125% of AW","41,317.75",""
"2015","Netherlands","Euro","Net earning","Single person without children, 167% of AW","51,152.58",""
"2015","Netherlands","Euro","Net earning","Single person with 2 children, 67% of AW","32,995.06",""
"2015","Netherlands","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","37,588.50",""
"2015","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","52,132.84",""
"2015","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","63,519.08",""
"2015","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","73,117.01",""
"2015","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","48,789.28",""
"2015","Netherlands","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","69,103.01",""
"2015","Austria","Euro","Net earning","Single person without children, 50% of AW","16,832.55",""
"2015","Austria","Euro","Net earning","Single person without children, 67% of AW","20,837.10",""
"2015","Austria","Euro","Net earning","Single person without children, 80% of AW","24,013.34",""
"2015","Austria","Euro","Net earning","Single person without children, 100% of AW","28,524.14",""
"2015","Austria","Euro","Net earning","Single person without children, 125% of AW","34,115.49",""
"2015","Austria","Euro","Net earning","Single person without children, 167% of AW","44,428.22",""
"2015","Austria","Euro","Net earning","Single person with 2 children, 67% of AW","26,697.90",""
"2015","Austria","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","34,414.48",""
"2015","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","46,274.17",""
"2015","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","54,602.89",""
"2015","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","62,307.65",""
"2015","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","41,052.83",""
"2015","Austria","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","57,048.28",""
"2015","Poland","Euro","Net earning","Single person without children, 50% of AW","4,233.16",""
"2015","Poland","Euro","Net earning","Single person without children, 67% of AW","5,607.72",""
"2015","Poland","Euro","Net earning","Single person without children, 80% of AW","6,658.86",""
"2015","Poland","Euro","Net earning","Single person without children, 100% of AW","8,275.99",""
"2015","Poland","Euro","Net earning","Single person without children, 125% of AW","10,297.41",""
"2015","Poland","Euro","Net earning","Single person without children, 167% of AW","13,693.39",""
"2015","Poland","Euro","Net earning","Single person with 2 children, 67% of AW","6,561.83",""
"2015","Poland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","8,940.44",""
"2015","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","11,666.14",""
"2015","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","14,415.27",""
"2015","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","17,083.54",""
"2015","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","11,134.58",""
"2015","Poland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","16,551.98",""
"2015","Portugal","Euro","Net earning","Single person without children, 50% of AW","7,729.25",""
"2015","Portugal","Euro","Net earning","Single person without children, 67% of AW","9,173.99",""
"2015","Portugal","Euro","Net earning","Single person without children, 80% of AW","10,461.05",""
"2015","Portugal","Euro","Net earning","Single person without children, 100% of AW","12,441.12",""
"2015","Portugal","Euro","Net earning","Single person without children, 125% of AW","14,916.22",""
"2015","Portugal","Euro","Net earning","Single person without children, 167% of AW","18,657.68",""
"2015","Portugal","Euro","Net earning","Single person with 2 children, 67% of AW","10,755.54",""
"2015","Portugal","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","14,885.63",""
"2015","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","19,687.30",""
"2015","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","23,086.16",""
"2015","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","26,473.75",""
"2015","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","18,248.98",""
"2015","Portugal","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","24,882.25",""
"2015","Romania","Euro","Net earning","Single person without children, 50% of AW","2,641.58",""
"2015","Romania","Euro","Net earning","Single person without children, 67% of AW","3,485.82",""
"2015","Romania","Euro","Net earning","Single person without children, 80% of AW","4,130.65",""
"2015","Romania","Euro","Net earning","Single person without children, 100% of AW","5,119.04",""
"2015","Romania","Euro","Net earning","Single person without children, 125% of AW","6,366.41",""
"2015","Romania","Euro","Net earning","Single person without children, 167% of AW","8,505.52",""
"2015","Romania","Euro","Net earning","Single person with 2 children, 67% of AW","4,546.15",""
"2015","Romania","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","6,007.69",""
"2015","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","7,447.64",""
"2015","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","9,114.51",""
"2015","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","10,713.18",""
"2015","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","6,907.75",""
"2015","Romania","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","10,238.08",""
"2015","Slovenia","Euro","Net earning","Single person without children, 50% of AW","6,962.51",""
"2015","Slovenia","Euro","Net earning","Single person without children, 67% of AW","8,638.90",""
"2015","Slovenia","Euro","Net earning","Single person without children, 80% of AW","9,999.38",""
"2015","Slovenia","Euro","Net earning","Single person without children, 100% of AW","12,062.45",""
"2015","Slovenia","Euro","Net earning","Single person without children, 125% of AW","14,634.55",""
"2015","Slovenia","Euro","Net earning","Single person without children, 167% of AW","18,777.38",""
"2015","Slovenia","Euro","Net earning","Single person with 2 children, 67% of AW","12,652.77",""
"2015","Slovenia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","16,040.05",""
"2015","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","19,341.17",""
"2015","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","22,944.08",""
"2015","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","26,367.63",""
"2015","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","16,713.36",""
"2015","Slovenia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","24,124.91",""
"2015","Slovakia","Euro","Net earning","Single person without children, 50% of AW","4,559.57",""
"2015","Slovakia","Euro","Net earning","Single person without children, 67% of AW","5,733.06",""
"2015","Slovakia","Euro","Net earning","Single person without children, 80% of AW","6,705.23",""
"2015","Slovakia","Euro","Net earning","Single person without children, 100% of AW","8,200.88",""
"2015","Slovakia","Euro","Net earning","Single person without children, 125% of AW","10,070.44",""
"2015","Slovakia","Euro","Net earning","Single person without children, 167% of AW","13,211.30",""
"2015","Slovakia","Euro","Net earning","Single person with 2 children, 67% of AW","6,811.38",""
"2015","Slovakia","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","10,001.83",""
"2015","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","12,466.62",""
"2015","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","15,012.26",""
"2015","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","17,480.08",""
"2015","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","11,388.30",""
"2015","Slovakia","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","16,401.76",""
"2015","Finland","Euro","Net earning","Single person without children, 50% of AW","17,464.81",""
"2015","Finland","Euro","Net earning","Single person without children, 67% of AW","22,036.10",""
"2015","Finland","Euro","Net earning","Single person without children, 80% of AW","25,174.88",""
"2015","Finland","Euro","Net earning","Single person without children, 100% of AW","29,918.29",""
"2015","Finland","Euro","Net earning","Single person without children, 125% of AW","35,475.20",""
"2015","Finland","Euro","Net earning","Single person without children, 167% of AW","44,761.28",""
"2015","Finland","Euro","Net earning","Single person with 2 children, 67% of AW","25,819.90",""
"2015","Finland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","32,370.41",""
"2015","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","45,127.67",""
"2015","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","54,506.51",""
"2015","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","62,322.22",""
"2015","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","42,575.55",""
"2015","Finland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","59,836.58",""
"2015","Sweden","Euro","Net earning","Single person without children, 50% of AW","17,756.62",""
"2015","Sweden","Euro","Net earning","Single person without children, 67% of AW","23,142.50",""
"2015","Sweden","Euro","Net earning","Single person without children, 80% of AW","27,262.20",""
"2015","Sweden","Euro","Net earning","Single person without children, 100% of AW","33,389.85",""
"2015","Sweden","Euro","Net earning","Single person without children, 125% of AW","39,329.48",""
"2015","Sweden","Euro","Net earning","Single person without children, 167% of AW","47,924.99",""
"2015","Sweden","Euro","Net earning","Single person with 2 children, 67% of AW","26,029.12",""
"2015","Sweden","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","36,276.47",""
"2015","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","48,647.31",""
"2015","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","59,418.97",""
"2015","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","69,666.33",""
"2015","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","45,760.69",""
"2015","Sweden","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","66,779.71",""
"2015","United Kingdom","Euro","Net earning","Single person without children, 50% of AW","21,106.19",""
"2015","United Kingdom","Euro","Net earning","Single person without children, 67% of AW","26,836.19",""
"2015","United Kingdom","Euro","Net earning","Single person without children, 80% of AW","31,217.94",""
"2015","United Kingdom","Euro","Net earning","Single person without children, 100% of AW","37,959.11",""
"2015","United Kingdom","Euro","Net earning","Single person without children, 125% of AW","46,029.08",""
"2015","United Kingdom","Euro","Net earning","Single person without children, 167% of AW","58,103.70",""
"2015","United Kingdom","Euro","Net earning","Single person with 2 children, 67% of AW","34,335.76",""
"2015","United Kingdom","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","40,729.18",""
"2015","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","55,813.31",""
"2015","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","67,273.30",""
"2015","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","78,396.22",""
"2015","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","53,335.31",""
"2015","United Kingdom","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","75,918.22",""
"2015","Iceland","Euro","Net earning","Single person without children, 50% of AW","20,813.95",""
"2015","Iceland","Euro","Net earning","Single person without children, 67% of AW","26,329.71",""
"2015","Iceland","Euro","Net earning","Single person without children, 80% of AW","30,543.94",""
"2015","Iceland","Euro","Net earning","Single person without children, 100% of AW","37,027.37",""
"2015","Iceland","Euro","Net earning","Single person without children, 125% of AW","45,131.65",""
"2015","Iceland","Euro","Net earning","Single person without children, 167% of AW","57,744.31",""
"2015","Iceland","Euro","Net earning","Single person with 2 children, 67% of AW","30,024.76",""
"2015","Iceland","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","43,259.65",""
"2015","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","53,067.41",""
"2015","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","63,357.07",""
"2015","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","74,054.73",""
"2015","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","52,121.69",""
"2015","Iceland","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","74,054.73",""
"2015","Norway","Euro","Net earning","Single person without children, 50% of AW","24,360.04",""
"2015","Norway","Euro","Net earning","Single person without children, 67% of AW","31,212.05",""
"2015","Norway","Euro","Net earning","Single person without children, 80% of AW","36,451.82",""
"2015","Norway","Euro","Net earning","Single person without children, 100% of AW","44,451.47",""
"2015","Norway","Euro","Net earning","Single person without children, 125% of AW","53,128.44",""
"2015","Norway","Euro","Net earning","Single person without children, 167% of AW","67,558.14",""
"2015","Norway","Euro","Net earning","Single person with 2 children, 67% of AW","36,586.26",""
"2015","Norway","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","47,772.23",""
"2015","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","64,257.27",""
"2015","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","78,264.75",""
"2015","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","91,504.17",""
"2015","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","61,656.04",""
"2015","Norway","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","88,902.94",""
"2015","United States","Euro","Net earning","Single person without children, 50% of AW","18,211.87",""
"2015","United States","Euro","Net earning","Single person without children, 67% of AW","23,732.59",""
"2015","United States","Euro","Net earning","Single person without children, 80% of AW","27,954.32",""
"2015","United States","Euro","Net earning","Single person without children, 100% of AW","34,159.70",""
"2015","United States","Euro","Net earning","Single person without children, 125% of AW","41,130.09",""
"2015","United States","Euro","Net earning","Single person without children, 167% of AW","52,840.32",""
"2015","United States","Euro","Net earning","Single person with 2 children, 67% of AW","29,587.53",""
"2015","United States","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","39,640.32",""
"2015","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","50,357.03",""
"2015","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","61,398.47",""
"2015","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","72,115.17",""
"2015","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","47,140.44",""
"2015","United States","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","68,319.41",""
"2015","Japan","Euro","Net earning","Single person without children, 50% of AW","15,201.86",""
"2015","Japan","Euro","Net earning","Single person without children, 67% of AW","20,175.34",""
"2015","Japan","Euro","Net earning","Single person without children, 80% of AW","23,926.06",""
"2015","Japan","Euro","Net earning","Single person without children, 100% of AW","29,484.10",""
"2015","Japan","Euro","Net earning","Single person without children, 125% of AW","36,337.70",""
"2015","Japan","Euro","Net earning","Single person without children, 167% of AW","46,869.59",""
"2015","Japan","Euro","Net earning","Single person with 2 children, 67% of AW","21,962.25",""
"2015","Japan","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","31,805.58",""
"2015","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","41,485.63",""
"2015","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","51,446.35",""
"2015","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","60,755.11",""
"2015","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","39,698.71",""
"2015","Japan","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","58,968.20",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 50% of AW","12,707.70",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 67% of AW","15,855.60",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 80% of AW","18,303.25",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 100% of AW","21,951.46",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 125% of AW","26,395.67",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Single person without children, 167% of AW","33,617.34",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Single person with 2 children, 67% of AW","20,405.40",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","26,464.91",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","34,027.60",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","40,826.21",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","46,896.28",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","31,229.20",""
"2016","European Union - 27 countries (from 2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","43,948.01",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 50% of AW","13,635.30",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 67% of AW","17,078.58",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 80% of AW","19,746.37",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 100% of AW","23,749.90",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 125% of AW","28,596.32",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person without children, 167% of AW","36,357.12",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Single person with 2 children, 67% of AW","21,869.79",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","27,972.19",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","36,411.90",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","43,730.05",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","50,379.23",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","33,699.81",""
"2016","European Union - 28 countries (2013-2020)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","47,538.49",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 50% of AW","15,971.11",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 67% of AW","19,950.62",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 80% of AW","23,035.43",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 100% of AW","27,658.81",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 125% of AW","33,239.25",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person without children, 167% of AW","42,137.66",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Single person with 2 children, 67% of AW","25,308.48",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","32,434.83",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","42,409.05",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","50,901.89",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","58,584.36",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","39,363.12",""
"2016","European Union - 15 countries (1995-2004)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","55,365.74",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 50% of AW","14,634.58",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 67% of AW","18,138.61",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 80% of AW","20,870.74",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 100% of AW","24,937.01",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 125% of AW","29,939.56",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person without children, 167% of AW","38,130.41",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Single person with 2 children, 67% of AW","23,128.11",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","One-earner married couple, at 100% of AW, with two children","30,125.59",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with two children","38,853.87",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 67% of AW, with two children","46,524.83",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with two children","53,291.83",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 33% of AW, with no children","35,705.71",""
"2016","Euro area - 19 countries  (from 2015)","Euro","Net earning","Two-earner married couple, one at 100%, the other at 100% of AW, with no children","49,933.03",""
"2016","Belgium","Euro","Net earning","Single person without children, 50% of AW","18,256.11",""
"2016","Belgium","Euro","Net earning","Single person without children, 67% of AW","20,769.79",""
"2016","Belgium","Euro","Net earning","Single person without children, 80% of AW","23,437.64",""
"2016","Belgium","Euro","Net earning","Single person without children, 100% of AW","27,574.37",""
"2016","Belgium","Euro","Net earning","Single person without children, 125% of AW","32,264.92",""
